Tanggal,Unit Layanan Medis,Diagnosis Primer,Code,Kecamatan,total_pasien,block_code,cluster,jumlah_pasien_wilayah_scaled_scaled,Lat,Long
2023-02,Mata,Diabetic retinopathy,H36.0,Parigi,862,Disorders of choroid and retina,3,0.636650922,-7.641850648,108.5109654
2023-02,Mata,Conjunctivitis,H10,Padaherang,578,Disorders of conjunctiva,0,-0.379565967,-7.549917432,108.4216188
2023-02,Mata,Myopia,H52.1,Padaherang,578,"Disorders of ocular muscles, binocular movement, accommodation and refraction",0,-0.379565967,-7.549917432,108.4216188
2023-02,Mata,Senile cataract,H25,Pangandaran,1105,Disorders of lens,1,1.506160443,-7.683333,108.7526647
2023-02,Mata,Vitreous prolapse,H43.0,Cimerak,544,Disorders of vitreous body and globe,0,-0.501225735,-7.75108096,108.4391362
2023-02,Mata,Senile cataract,H25,Cigugur,253,Disorders of lens,2,-1.542490223,-7.683333,108.65
2023-02,Mata,Presence of intraocular lens,Z96.1,Parigi,862,Presence of other functional implants,3,0.636650922,-7.641850648,108.5109654
2023-02,Mata,Presence of intraocular lens,Z96.1,Cigugur,253,Presence of other functional implants,2,-1.542490223,-7.683333,108.65
2023-02,Mata,Presence of intraocular lens,Z96.1,Langkaplancar,299,Presence of other functional implants,2,-1.377891713,-7.486361775,108.694796
2023-02,Mata,Keratitis,H16,Cigugur,253,"Disorders of sclera, cornea, iris and ciliary body",2,-1.542490223,-7.683333,108.65
2023-02,Mata,Presence of intraocular lens,Z96.1,Mangunjaya,230,Presence of other functional implants,2,-1.624789478,-7.486361775,108.694796
2023-02,Mata,Senile cataract,H25,Langkaplancar,299,Disorders of lens,2,-1.377891713,-7.486361775,108.694796
2023-02,Mata,Conjunctivitis,H10,Sidamulih,556,Disorders of conjunctiva,0,-0.458286993,-7.642151948,108.6062757
2023-02,Mata,Pterygium,H11.0,Pangandaran,1105,Disorders of conjunctiva,1,1.506160443,-7.683333,108.7526647
2023-02,Mata,Conjunctivitis,H10,Langkaplancar,299,Disorders of conjunctiva,2,-1.377891713,-7.486361775,108.694796
2023-02,Mata,Senile cataract,H25,Padaherang,578,Disorders of lens,0,-0.379565967,-7.549917432,108.4216188
2023-02,Mata,Corneal ulcer,H16.0,Langkaplancar,299,"Disorders of sclera, cornea, iris and ciliary body",2,-1.377891713,-7.486361775,108.694796
2023-02,Mata,Presence of intraocular lens,Z96.1,Sidamulih,556,Presence of other functional implants,0,-0.458286993,-7.642151948,108.6062757
2023-02,Mata,Senile cataract,H25,Kalipucang,733,Disorders of lens,3,0.175059448,-7.646028349,108.6953381
2023-02,Mata,Other injuries of eye and orbit,S05.8,Parigi,862,Other,3,0.636650922,-7.641850648,108.5109654
2023-02,Mata,Presence of intraocular lens,Z96.1,Pangandaran,1105,Presence of other functional implants,1,1.506160443,-7.683333,108.7526647
2023-02,Mata,Conjunctivitis,H10,Cigugur,253,Disorders of conjunctiva,2,-1.542490223,-7.683333,108.65
2023-02,Mata,Corneal ulcer,H16.0,Parigi,862,"Disorders of sclera, cornea, iris and ciliary body",3,0.636650922,-7.641850648,108.5109654
2023-02,Mata,Disorders of refraction and accommodation,H52,Kalipucang,733,"Disorders of ocular muscles, binocular movement, accommodation and refraction",3,0.175059448,-7.646028349,108.6953381
2023-02,Mata,Senile cataract,H25,Cimerak,544,Disorders of lens,0,-0.501225735,-7.75108096,108.4391362
2023-02,Mata,Foreign body in cornea,T15.0,Parigi,862,Other,3,0.636650922,-7.641850648,108.5109654
2023-02,Mata,Other specified disorders of eyelid,H02.8,Kalipucang,733,"Disorders of eyelid, lacrimal system and orbit",3,0.175059448,-7.646028349,108.6953381
2023-02,Mata,Heat exhaustion due to salt depletion,T67.4,Pangandaran,1105,Other,1,1.506160443,-7.683333,108.7526647
2023-02,Mata,Corneal ulcer,H16.0,Kalipucang,733,"Disorders of sclera, cornea, iris and ciliary body",3,0.175059448,-7.646028349,108.6953381
2023-02,Mata,Keratitis,H16,Parigi,862,"Disorders of sclera, cornea, iris and ciliary body",3,0.636650922,-7.641850648,108.5109654
2023-02,Mata,Conjunctivitis,H10,Pangandaran,1105,Disorders of conjunctiva,1,1.506160443,-7.683333,108.7526647
2023-02,Mata,Corneal ulcer,H16.0,Mangunjaya,230,"Disorders of sclera, cornea, iris and ciliary body",2,-1.624789478,-7.486361775,108.694796
2023-02,Mata,Dacryoadenitis,H04.0,Parigi,862,"Disorders of eyelid, lacrimal system and orbit",3,0.636650922,-7.641850648,108.5109654
2023-02,Mata,Other benign neoplasms of connective and other soft tissue,D21,Sidamulih,556,Other,0,-0.458286993,-7.642151948,108.6062757
2023-02,Mata,"Benign neoplasm: Connective and other soft tissue, unspecified",D21.9,Sidamulih,556,Other,0,-0.458286993,-7.642151948,108.6062757
2023-02,Mata,Other benign neoplasms of connective and other soft tissue,D21,Padaherang,578,Other,0,-0.379565967,-7.549917432,108.4216188
2023-02,Mata,Presence of intraocular lens,Z96.1,Padaherang,578,Presence of other functional implants,0,-0.379565967,-7.549917432,108.4216188
2023-02,Mata,Other benign neoplasms of connective and other soft tissue,D21,Kalipucang,733,Other,3,0.175059448,-7.646028349,108.6953381
2023-02,Mata,Primary open-angle glaucoma,H40.1,Kalipucang,733,Glaucoma,3,0.175059448,-7.646028349,108.6953381
2023-02,Mata,Visual disturbances,H53,Cijulang,343,Visual disturbances and blindness,2,-1.22044966,-7.727417462,108.4725217
2023-02,Mata,Other strabismus,H50,Parigi,862,"Disorders of ocular muscles, binocular movement, accommodation and refraction",3,0.636650922,-7.641850648,108.5109654
2023-02,Mata,Astigmatism,H52.2,Pangandaran,1105,"Disorders of ocular muscles, binocular movement, accommodation and refraction",1,1.506160443,-7.683333,108.7526647
2023-02,Mata,Iridocyclitis,H20,Pangandaran,1105,"Disorders of sclera, cornea, iris and ciliary body",1,1.506160443,-7.683333,108.7526647
2023-02,Mata,Other disorders of eyelid,H02,Pangandaran,1105,"Disorders of eyelid, lacrimal system and orbit",1,1.506160443,-7.683333,108.7526647
2023-02,Mata,"Iridocyclitis, unspecified",H20.9,Langkaplancar,299,"Disorders of sclera, cornea, iris and ciliary body",2,-1.377891713,-7.486361775,108.694796
2023-02,Mata,"Iridocyclitis, unspecified",H20.9,Padaherang,578,"Disorders of sclera, cornea, iris and ciliary body",0,-0.379565967,-7.549917432,108.4216188
2023-02,Mata,Pterygium,H11.0,Padaherang,578,Disorders of conjunctiva,0,-0.379565967,-7.549917432,108.4216188
2023-02,Mata,Presbyopia,H52.4,Kalipucang,733,"Disorders of ocular muscles, binocular movement, accommodation and refraction",3,0.175059448,-7.646028349,108.6953381
2023-02,Mata,Colour vision deficiencies,H53.5,Sidamulih,556,Visual disturbances and blindness,0,-0.458286993,-7.642151948,108.6062757
2023-02,Mata,"Iridocyclitis, unspecified",H20.9,Pangandaran,1105,"Disorders of sclera, cornea, iris and ciliary body",1,1.506160443,-7.683333,108.7526647
2023-02,Mata,Optic atrophy,H47.2,Parigi,862,Disorders of optic nerve and visual pathways,3,0.636650922,-7.641850648,108.5109654
2023-02,Mata,Disorders of lacrimal system,H04,Pangandaran,1105,"Disorders of eyelid, lacrimal system and orbit",1,1.506160443,-7.683333,108.7526647
2023-02,Mata,Optic neuritis,H46,Padaherang,578,Disorders of optic nerve and visual pathways,0,-0.379565967,-7.549917432,108.4216188
2023-02,Mata,Optic atrophy,H47.2,Padaherang,578,Disorders of optic nerve and visual pathways,0,-0.379565967,-7.549917432,108.4216188
2023-02,Mata,Amblyopia ex anopsia,H53.0,Kalipucang,733,Visual disturbances and blindness,3,0.175059448,-7.646028349,108.6953381
2023-02,Mata,Other retinal detachments,H33.5,Padaherang,578,Disorders of choroid and retina,0,-0.379565967,-7.549917432,108.4216188
2023-02,Mata,Myopia,H52.1,Parigi,862,"Disorders of ocular muscles, binocular movement, accommodation and refraction",3,0.636650922,-7.641850648,108.5109654
2023-02,Mata,Ocular laceration without prolapse or loss of intraocular tissue,S05.3,Padaherang,578,Other,0,-0.379565967,-7.549917432,108.4216188
2023-02,Mata,Disorders of orbit,H05,Cimerak,544,"Disorders of eyelid, lacrimal system and orbit",0,-0.501225735,-7.75108096,108.4391362
2023-02,Mata,Other injuries of eye and orbit,S05.8,Pangandaran,1105,Other,1,1.506160443,-7.683333,108.7526647
2023-02,Mata,Conjunctival haemorrhage,H11.3,Cijulang,343,Disorders of conjunctiva,2,-1.22044966,-7.727417462,108.4725217
2023-02,Mata,Other disorders of orbit,H05.8,Pangandaran,1105,"Disorders of eyelid, lacrimal system and orbit",1,1.506160443,-7.683333,108.7526647
2023-02,Mata,Senile nuclear cataract,H25.1,Langkaplancar,299,Disorders of lens,2,-1.377891713,-7.486361775,108.694796
2023-02,Mata,Myopia,H52.1,Sidamulih,556,"Disorders of ocular muscles, binocular movement, accommodation and refraction",0,-0.458286993,-7.642151948,108.6062757
2023-02,Mata,Conjunctival haemorrhage,H11.3,Parigi,862,Disorders of conjunctiva,3,0.636650922,-7.641850648,108.5109654
2023-02,Mata,Hordeolum and chalazion,H00,Padaherang,578,"Disorders of eyelid, lacrimal system and orbit",0,-0.379565967,-7.549917432,108.4216188
2023-02,Mata,Disorders of refraction and accommodation,H52,Cigugur,253,"Disorders of ocular muscles, binocular movement, accommodation and refraction",2,-1.542490223,-7.683333,108.65
2023-02,Mata,Other disorders of lacrimal gland,H04.1,Mangunjaya,230,"Disorders of eyelid, lacrimal system and orbit",2,-1.624789478,-7.486361775,108.694796
2023-02,Mata,Other endophthalmitis,H44.1,Mangunjaya,230,Disorders of vitreous body and globe,2,-1.624789478,-7.486361775,108.694796
2023-02,Mata,Foreign body on external eye,T15,Kalipucang,733,Other,3,0.175059448,-7.646028349,108.6953381
2023-02,Mata,Other endophthalmitis,H44.1,Parigi,862,Disorders of vitreous body and globe,3,0.636650922,-7.641850648,108.5109654
2023-02,Mata,Conjunctival degenerations and deposits,H11.1,Pangandaran,1105,Disorders of conjunctiva,1,1.506160443,-7.683333,108.7526647
2023-02,Mata,Pterygium,H11.0,Langkaplancar,299,Disorders of conjunctiva,2,-1.377891713,-7.486361775,108.694796
2023-02,Mata,Foreign body on external eye,T15,Pangandaran,1105,Other,1,1.506160443,-7.683333,108.7526647
2023-02,Mata,Conjunctival degenerations and deposits,H11.1,Parigi,862,Disorders of conjunctiva,3,0.636650922,-7.641850648,108.5109654
2023-02,Mata,Foreign body in cornea,T15.0,Kalipucang,733,Other,3,0.175059448,-7.646028349,108.6953381
2023-02,Mata,Disorders of multiple cranial nerves,G52.7,Kalipucang,733,Other,3,0.175059448,-7.646028349,108.6953381
2023-02,Mata,Other disorders affecting eyelid function,H02.5,Pangandaran,1105,"Disorders of eyelid, lacrimal system and orbit",1,1.506160443,-7.683333,108.7526647
2023-02,Mata,Visual disturbances,H53,Kalipucang,733,Visual disturbances and blindness,3,0.175059448,-7.646028349,108.6953381
2023-02,Mata,Disorders of vitreous body,H43,Kalipucang,733,Disorders of vitreous body and globe,3,0.175059448,-7.646028349,108.6953381
2023-02,Mata,Blepharoconjunctivitis,H10.5,Langkaplancar,299,Disorders of conjunctiva,2,-1.377891713,-7.486361775,108.694796
2023-02,Mata,Corneal ulcer,H16.0,Padaherang,578,"Disorders of sclera, cornea, iris and ciliary body",0,-0.379565967,-7.549917432,108.4216188
2023-02,Mata,Myopia,H52.1,Pangandaran,1105,"Disorders of ocular muscles, binocular movement, accommodation and refraction",1,1.506160443,-7.683333,108.7526647
2023-02,Mata,Other disorders of lacrimal gland,H04.1,Parigi,862,"Disorders of eyelid, lacrimal system and orbit",3,0.636650922,-7.641850648,108.5109654
2023-02,Mata,Disorders of refraction and accommodation,H52,Pangandaran,1105,"Disorders of ocular muscles, binocular movement, accommodation and refraction",1,1.506160443,-7.683333,108.7526647
2023-02,Mata,Observation for other suspected diseases and conditions,Z03.8,Mangunjaya,230,Other,2,-1.624789478,-7.486361775,108.694796
2023-02,Mata,"Disorder of lens, unspecified",H27.9,Padaherang,578,Disorders of lens,0,-0.379565967,-7.549917432,108.4216188
2023-02,Mata,Disorders of refraction and accommodation,H52,Sidamulih,556,"Disorders of ocular muscles, binocular movement, accommodation and refraction",0,-0.458286993,-7.642151948,108.6062757
2023-02,Mata,Subjective visual disturbances,H53.1,Kalipucang,733,Visual disturbances and blindness,3,0.175059448,-7.646028349,108.6953381
2023-02,Mata,"Disorder of lacrimal system, unspecified",H04.9,Langkaplancar,299,"Disorders of eyelid, lacrimal system and orbit",2,-1.377891713,-7.486361775,108.694796
2023-02,Mata,Other endophthalmitis,H44.1,Sidamulih,556,Disorders of vitreous body and globe,0,-0.458286993,-7.642151948,108.6062757
2023-02,Mata,"Glaucoma, unspecified",H40.9,Langkaplancar,299,Glaucoma,2,-1.377891713,-7.486361775,108.694796
2023-02,Mata,Disorders of refraction and accommodation,H52,Cijulang,343,"Disorders of ocular muscles, binocular movement, accommodation and refraction",2,-1.22044966,-7.727417462,108.4725217
2023-02,Mata,Conjunctival haemorrhage,H11.3,Sidamulih,556,Disorders of conjunctiva,0,-0.458286993,-7.642151948,108.6062757
2023-02,Mata,Other specified disorders of eyelid,H02.8,Padaherang,578,"Disorders of eyelid, lacrimal system and orbit",0,-0.379565967,-7.549917432,108.4216188
2023-02,Mata,Type 2 diabetes mellitus,E11,Cimerak,544,Other,0,-0.501225735,-7.75108096,108.4391362
2023-02,Mata,With ophthalmic complications,E11.3,Pangandaran,1105,Other,1,1.506160443,-7.683333,108.7526647
2023-02,Mata,Sixth [abducent] nerve palsy,H49.2,Kalipucang,733,"Disorders of ocular muscles, binocular movement, accommodation and refraction",3,0.175059448,-7.646028349,108.6953381
2023-02,Mata,Observation for other suspected diseases and conditions,Z03.8,Parigi,862,Other,3,0.636650922,-7.641850648,108.5109654
2023-02,Mata,Conjunctivitis,H10,Parigi,862,Disorders of conjunctiva,3,0.636650922,-7.641850648,108.5109654
2023-02,Mata,Glaucoma,H40,Langkaplancar,299,Glaucoma,2,-1.377891713,-7.486361775,108.694796
2023-02,Mata,Other specified disorders of eyelid,H02.8,Langkaplancar,299,"Disorders of eyelid, lacrimal system and orbit",2,-1.377891713,-7.486361775,108.694796
2023-02,Mata,Conjunctivitis,H10,Mangunjaya,230,Disorders of conjunctiva,2,-1.624789478,-7.486361775,108.694796
2023-02,Mata,"Disorder of lacrimal system, unspecified",H04.9,Parigi,862,"Disorders of eyelid, lacrimal system and orbit",3,0.636650922,-7.641850648,108.5109654
2023-02,Mata,"Disorders of optic nerve, not elsewhere classified",H47.0,Kalipucang,733,Disorders of optic nerve and visual pathways,3,0.175059448,-7.646028349,108.6953381
2023-02,Mata,"Keratitis, unspecified",H16.9,Pangandaran,1105,"Disorders of sclera, cornea, iris and ciliary body",1,1.506160443,-7.683333,108.7526647
2023-02,Mata,Disorders of refraction and accommodation,H52,Parigi,862,"Disorders of ocular muscles, binocular movement, accommodation and refraction",3,0.636650922,-7.641850648,108.5109654
2023-02,Mata,Other retinal detachments,H33.5,Cimerak,544,Disorders of choroid and retina,0,-0.501225735,-7.75108096,108.4391362
2023-02,Mata,Disorders of refraction and accommodation,H52,Langkaplancar,299,"Disorders of ocular muscles, binocular movement, accommodation and refraction",2,-1.377891713,-7.486361775,108.694796
2023-02,Mata,Aphakia,H27.0,Pangandaran,1105,Disorders of lens,1,1.506160443,-7.683333,108.7526647
2023-02,Mata,Optic neuritis,H46,Kalipucang,733,Disorders of optic nerve and visual pathways,3,0.175059448,-7.646028349,108.6953381
2023-02,Mata,Other endophthalmitis,H44.1,Pangandaran,1105,Disorders of vitreous body and globe,1,1.506160443,-7.683333,108.7526647
2023-02,Mata,Observation for other suspected diseases and conditions,Z03.8,Cijulang,343,Other,2,-1.22044966,-7.727417462,108.4725217
2023-02,Mata,Exophthalmic conditions,H05.2,Parigi,862,"Disorders of eyelid, lacrimal system and orbit",3,0.636650922,-7.641850648,108.5109654
2023-02,Mata,Type 2 diabetes mellitus,E11,Padaherang,578,Other,0,-0.379565967,-7.549917432,108.4216188
2023-02,Mata,Type 2 diabetes mellitus,E11,Pangandaran,1105,Other,1,1.506160443,-7.683333,108.7526647
2023-02,Mata,Pterygium,H11.0,Parigi,862,Disorders of conjunctiva,3,0.636650922,-7.641850648,108.5109654
2023-02,Mata,"Iridocyclitis, unspecified",H20.9,Mangunjaya,230,"Disorders of sclera, cornea, iris and ciliary body",2,-1.624789478,-7.486361775,108.694796
2023-02,Mata,Primary open-angle glaucoma,H40.1,Pangandaran,1105,Glaucoma,1,1.506160443,-7.683333,108.7526647
2023-02,Mata,Observation for other suspected diseases and conditions,Z03.8,Pangandaran,1105,Other,1,1.506160443,-7.683333,108.7526647
2023-02,Mata,Subjective visual disturbances,H53.1,Sidamulih,556,Visual disturbances and blindness,0,-0.458286993,-7.642151948,108.6062757
2023-02,Mata,Other conjunctivitis,H10.8,Pangandaran,1105,Disorders of conjunctiva,1,1.506160443,-7.683333,108.7526647
2023-02,Mata,Other senile cataract,H25.8,Pangandaran,1105,Disorders of lens,1,1.506160443,-7.683333,108.7526647
2023-02,Mata,Pterygium,H11.0,Cimerak,544,Disorders of conjunctiva,0,-0.501225735,-7.75108096,108.4391362
2023-02,Mata,Other cranial nerve disorders in other diseases classified elsewhere,G53.8,Parigi,862,Other,3,0.636650922,-7.641850648,108.5109654
2023-02,Mata,Other specified disorders of eyelid,H02.8,Mangunjaya,230,"Disorders of eyelid, lacrimal system and orbit",2,-1.624789478,-7.486361775,108.694796
2023-02,Mata,Hydrocephalus,G91,Cijulang,343,Other,2,-1.22044966,-7.727417462,108.4725217
2024-03,Mata,Presence of intraocular lens,Z96.1,Parigi,862,Presence of other functional implants,3,0.636650922,-7.641850648,108.5109654
2024-03,Mata,Presence of intraocular lens,Z96.1,Kalipucang,733,Presence of other functional implants,3,0.175059448,-7.646028349,108.6953381
2024-03,Mata,"Disorder of refraction, unspecified",H52.7,Pangandaran,1105,"Disorders of ocular muscles, binocular movement, accommodation and refraction",1,1.506160443,-7.683333,108.7526647
2024-03,Mata,Corneal ulcer,H16.0,Sidamulih,556,"Disorders of sclera, cornea, iris and ciliary body",0,-0.458286993,-7.642151948,108.6062757
2024-03,Mata,"Conjunctivitis, unspecified",H10.9,Cigugur,253,Disorders of conjunctiva,2,-1.542490223,-7.683333,108.65
2024-03,Mata,Other specified disorders of eyelid,H02.8,Kalipucang,733,"Disorders of eyelid, lacrimal system and orbit",3,0.175059448,-7.646028349,108.6953381
2024-03,Mata,Corneal transplant status,Z94.7,Sidamulih,556,Other,0,-0.458286993,-7.642151948,108.6062757
2024-03,Mata,Pterygium,H11.0,Sidamulih,556,Disorders of conjunctiva,0,-0.458286993,-7.642151948,108.6062757
